InvestorID,Portfolio,Proportion1,Proportion2
522429454,"002421,688615,602854,002311,688156,602835,601855,001625,300001,600655,300030,688637,000776,602140,001039,601270,604803,002245,002659,604266,604772,601996,300558,002727,604406,602671,300739,600323,300242,300696,688222,002862,604884,601940,002838,000887,300939,602746,002026,301399,601906,002983,688981,604174,301191,603478,688553,002736","2.548103,2.530257,2.495226,2.412760,2.398957,2.389335,2.354803,2.340630,2.316768,2.308448,2.298954,2.249687,2.236292,2.235918,2.214668,2.207721,2.193036,2.189592,2.183286,2.134253,2.123583,2.108585,2.066175,2.065178,2.054604,2.049628,2.049252,2.036752,2.035340,2.017672,1.984544,1.970832,1.968719,1.960952,1.947270,1.941872,1.933973,1.913027,1.874176,1.853995,1.825256,1.808648,1.777312,1.747752,1.733522,1.661760,1.658969,1.591961","2.140778,3.677275,2.165919,1.644482,3.226552,3.112265,1.934323,1.902790,3.094274,2.315653,1.440115,2.226537,1.633939,1.366945,1.511687,2.370595,2.135336,1.861629,2.398365,2.506318,1.464194,2.492784,2.442880,2.810800,1.390005,1.431910,2.504664,1.192968,2.718768,2.172500,2.256567,1.757974,2.277607,1.753550,2.739879,2.709129,2.073414,1.186955,1.256809,1.690079,2.364252,2.032726,2.158765,2.440594,1.472362,1.789016,1.777864,0.975210"
191826657,"300815,601092,300681,601318,300811,002055,300719,002893,300656,602427,604877,300495,600255,300337,002277,600135,000823,604186,604141,000494,301135,001751,600466,000211,688806,300233,300170,602981,688309,603028,688416,604907,602592,003684,602145,688133,604395","3.281199,3.277152,3.229270,3.220401,3.212632,3.212560,3.190221,3.175230,3.168570,3.126605,3.057464,3.032030,3.019484,2.995972,2.964248,2.948000,2.947629,2.945850,2.902074,2.792028,2.784686,2.783019,2.731934,2.680673,2.568306,2.524080,2.295374,2.212852,2.145658,2.138254,2.137826,2.112074,1.923762,1.904525,1.901490,1.791351,1.665518","3.447465,2.240091,2.619208,1.742125,4.438521,2.808849,4.416828,4.273587,2.156895,2.703188,3.514970,3.532351,4.036107,3.311823,3.337124,4.041945,1.913832,3.588630,3.334565,2.867079,3.666434,2.005646,2.644975,1.555281,1.841041,2.552289,2.580902,1.274618,2.750393,2.075910,2.133359,1.452208,1.908852,2.327692,1.486976,1.571364,1.846876"
994404450,"688512,000808,002950,603645,300163,688263,002917,000148,300284,688431,688047,688249,003547,301210,002202,604833,603523,604098,600688,300486,001710,602551,300493,003560,003674,603261,604725,604609,002765,602204,300550,602602,301005,301407,603053,003202,002635,003287,300740,688203,002936,688537,301305","2.593714,2.570146,2.551175,2.514251,2.508933,2.506829,2.501330,2.487181,2.476836,2.464621,2.462569,2.453470,2.449673,2.417961,2.417943,2.405127,2.390966,2.389408,2.384410,2.370006,2.355646,2.351944,2.339837,2.333103,2.330497,2.323803,2.308070,2.303264,2.292862,2.289805,2.264030,2.260156,2.253358,2.228263,2.187015,2.182042,2.177571,2.155184,2.117955,2.073124,1.988737,1.987215,1.579968","1.530265,2.983006,3.569070,1.776541,1.710906,1.788860,2.053059,3.254522,2.023645,1.819047,1.721248,3.527952,3.034312,1.472142,3.501681,1.402570,3.582203,2.552722,3.083412,2.938247,1.368060,3.179904,2.304446,2.056865,3.476566,2.873073,2.073638,2.417787,1.358810,2.741609,3.231950,2.864382,2.251010,1.597520,1.910100,1.392895,2.033544,2.089254,1.407132,2.768696,2.426873,1.700907,1.149572"
537825690,"602336,604017,300047,604532,000835,300228,001460,600327,001993,003934,600845,603957,688810,600760,688108,688943,002805","6.803702,6.513306,6.326156,6.325417,6.283685,6.244175,6.018823,6.012599,6.012088,5.965166,5.845829,5.728709,5.722654,5.448711,5.202009,5.036249,4.510722","8.541716,6.853493,4.912225,5.620091,7.394396,6.025557,5.116446,3.627653,7.231305,6.601323,5.672109,8.184304,4.212644,5.196856,6.954454,5.196503,2.658926"
53946724,"688203,002310,601568,300756,002722,000702,003191,301421,300846,604022,300841,003808,002646,301225,602894,003741,688815,601528,601797,301087,300102,604760,602625,300309","5.803638,5.460276,5.047717,4.772969,4.676009,4.599714,4.518862,4.210751,4.207547,4.122341,4.101625,4.037589,3.960726,3.900730,3.847750,3.837780,3.835980,3.827926,3.759643,3.756083,3.594898,3.567091,3.420798,3.131557","8.154552,6.988085,3.594225,4.474624,4.073356,3.212064,4.198817,3.577801,5.176905,3.598915,3.854628,5.080527,4.725229,2.282196,3.870523,4.070960,3.386868,2.857760,4.540108,4.116671,4.629662,3.363947,4.285652,1.885926"
787085139,"601533,688571,000409,002255,002311,601996,301389,002421,301201,604242,600659,601855,301219,688664,003332,602362,600263,604908,000438,300084,601355,604803,603734,003231,604406,301346,002335,688823,301053,602322,603814,600684,602098,688799","3.613180,3.497539,3.492618,3.427628,3.307313,3.245831,3.229390,3.213088,3.131264,3.102436,3.096108,3.093698,3.065555,3.060922,3.052904,3.043968,3.027977,2.989503,2.950692,2.865793,2.863574,2.857456,2.855293,2.823902,2.823480,2.814860,2.758487,2.596880,2.548686,2.513184,2.450002,2.343888,2.258013,1.984885","3.055162,2.057624,3.853230,2.592970,3.601548,4.106382,2.196361,2.903816,1.970662,4.194134,2.057152,4.358912,3.628223,3.317355,2.868115,2.209306,4.075390,1.821480,4.167380,1.686381,3.694357,3.979441,3.909542,2.234340,3.592520,3.541140,2.580775,1.716206,1.783469,2.695436,3.559095,1.432188,2.057210,2.502698"
326537077,"603477,301312,600065,301319,301210,001910,688786,001758,000160,002837,301387,001675,300620,602190,301125,300361,601706,301157,002988,002765,003238,603024,000206,002928,001710,604102,602421","4.315209,4.173378,4.170348,4.149884,4.108992,4.101272,3.976299,3.975561,3.965183,3.959075,3.870358,3.851586,3.818006,3.779511,3.771601,3.695261,3.654691,3.612190,3.602306,3.584817,3.568062,3.356389,3.264113,3.230082,3.131267,2.951188,2.363372","5.264851,5.651844,4.163882,4.923607,4.206040,3.614989,3.310523,2.417310,4.445437,3.746887,4.931796,4.707519,4.174181,4.062975,2.649449,4.872620,3.529602,3.694999,2.060520,2.231782,2.424061,3.977699,4.246253,3.145292,2.004448,3.743846,1.797587"
196041471,"300659,300831,688233,602140,300513,602512,602068,002659,300216,688692,600892,602020,602253,300242,003943,300479,002693,301053,602854,002105,603607,602954,300001,002862,688796,600485,300758,602691,300527","4.050066,4.016508,3.930645,3.837494,3.783593,3.727784,3.727358,3.689648,3.685926,3.604271,3.575833,3.551818,3.518223,3.512425,3.490454,3.430608,3.410205,3.335630,3.324160,3.315567,3.310652,3.291341,3.270507,3.238082,3.088226,3.041617,2.914008,2.836848,2.490503","3.328662,4.402055,3.022707,5.186448,3.388603,4.508438,2.386018,3.410515,3.647801,2.472115,4.283916,4.292911,3.931926,2.589137,2.014112,3.844858,3.161585,3.921913,4.434633,3.310824,2.844695,4.076455,2.637860,3.251209,3.848489,3.329594,3.005734,2.969533,2.497257"
601789903,"688176,300355,603271,003303,688149,301019,688882,688746,301058,300976,688135,688460,001787,601488","8.551453,8.480705,8.136823,8.044032,7.849136,7.643326,7.222096,7.089134,7.072318,6.805727,6.345740,6.086045,5.597314,5.076151","8.126253,10.624207,11.154959,9.140459,7.122853,4.567317,4.312943,6.101825,6.999879,8.357738,7.396118,5.734788,3.368778,6.991884"
426271277,"603506,602560,001877,301399,603413,604266,600660,688615,002406,688791,688852,300797,301365,688494,600640,301038,300788,688336,688644,604908,001963,002245,601488,300772,002659,301201,002825,603012,688792,688100,603388,300783,604409,604203,688078","3.458163,3.426109,3.371376,3.368052,3.273271,3.224433,3.202724,3.191747,3.176586,3.156716,3.121732,3.118464,3.102794,3.070986,3.017524,3.013111,2.996210,2.991507,2.967594,2.965495,2.922149,2.921442,2.825689,2.629040,2.604868,2.492133,2.469892,2.419908,2.387789,2.337930,2.321809,2.302182,2.155933,2.149261,1.845382","4.048009,3.900281,4.355687,2.166506,1.792934,2.714390,4.446453,2.705325,3.458918,2.673836,3.899540,4.303735,2.682051,3.125021,3.390761,3.457908,2.442694,2.019603,4.148381,2.908586,4.055539,3.658666,2.529225,1.420812,2.391074,1.852838,1.408077,2.776413,2.272975,1.277703,3.113716,1.652397,2.931797,2.621015,1.397133"
924476385,"300482,300312,688494,688893,688378,603506,002805,688336,301094,688615,603663,602322,002857,301166,300391,300592,300939,001122,601545,301282,600056,601819,601855,002914,002323,600867,688875,001031,600642,601996,300831,601744","3.876687,3.764779,3.699550,3.671502,3.586967,3.555319,3.551511,3.536163,3.480501,3.388423,3.355416,3.332597,3.289658,3.240490,3.186099,3.168603,3.155936,3.029231,2.997349,2.991087,2.959744,2.949151,2.865554,2.827761,2.712920,2.684338,2.646002,2.616530,2.572136,2.551207,2.433502,2.323285","4.374564,2.374256,3.351492,2.137715,3.522078,4.965900,3.624432,2.045597,4.979133,3.545456,4.127065,4.266332,2.201864,3.821115,3.924915,4.344127,2.930094,2.756749,3.995920,1.981722,4.071881,3.077068,2.210712,3.084023,2.008139,3.118049,2.814580,3.165804,1.470043,1.394107,2.318288,1.996780"
714251514,"688272,688435,600338,602635,603513,688640,301018,003648,000895,688089,000509,003526,002736,000604,000403,603124,688084,604220,603478,300490,001011","5.286172,5.178157,5.129173,5.090965,5.049726,5.030324,4.955929,4.901238,4.872948,4.855992,4.799660,4.791716,4.781613,4.748944,4.706354,4.706287,4.677723,4.627525,4.621120,4.118743,3.069691","5.449146,4.664353,3.294418,6.331113,3.062075,5.818819,5.302172,3.662525,6.025055,4.856156,5.948872,5.574040,5.160706,4.890537,4.113036,5.391021,5.128417,4.546152,5.242543,2.350139,3.188705"
82918962,"688384,301280,688931,600928,601357,002361,300245,688961,300802,603002,301366,602399,000588,003096,001239,002922,602971,300789,300958,003680,604600,300206,002158,300103,300204,688040,602623,300403,300998,600977,001725,601819,002669,688627,603980,002404,300380,688799,604251,300872,600056,602198,000154,602397,604174,300243,300031,603884,001016,001316,003787,300569,001122,300870,001504,604947,002709,001748,002523,001517,002668,001506,000188,604139,300629,688352,603507","1.838761,1.805716,1.796056,1.787915,1.761954,1.754142,1.722298,1.720062,1.717874,1.716246,1.715502,1.693122,1.690273,1.676998,1.645526,1.630847,1.619210,1.607522,1.587798,1.587197,1.585521,1.584333,1.584053,1.580480,1.573744,1.567951,1.561050,1.561009,1.549903,1.549359,1.539788,1.537770,1.531968,1.528102,1.522066,1.516057,1.511796,1.508228,1.503702,1.496490,1.472570,1.453756,1.444465,1.443375,1.437870,1.416614,1.411258,1.396068,1.383062,1.379269,1.368721,1.346076,1.336228,1.314064,1.290684,1.283867,1.278604,1.268049,1.252701,1.245474,1.212917,1.198268,1.174749,1.171262,1.143382,0.978858,0.929400","1.322220,2.088983,1.485670,1.763882,2.017895,2.589073,1.912252,1.224151,1.936720,2.235392,1.928048,0.954830,1.261503,1.022233,2.375903,1.722421,1.514949,1.537393,1.747847,2.138576,1.131479,1.141351,1.597565,2.306412,1.712613,1.866857,1.738961,1.576238,0.965271,1.372533,2.036851,1.530472,2.025593,0.906952,1.193448,1.068298,1.972099,1.514627,1.527398,1.261458,2.177134,1.724629,1.967739,1.022498,1.394767,0.983954,1.445338,1.254946,1.081233,1.083187,1.690911,0.872840,0.784028,1.939375,0.917583,1.577345,1.324191,1.136792,1.045187,1.071745,1.672977,1.283091,0.746142,1.476249,1.110646,0.735498,1.253560"
889276023,"600916,688781,001332,000438,300782,688321,600745,604772,603303,002087,000619,000617,600661,301296,002439,600265,001112,300370,300344,301201,002056,003732,603106,003872,603704,601875,601155,601740,003460,604352,603103,602397,601815,601716,688233,601516,001267,300783,604522,601059,600378,604335,300405","3.221320,3.132400,2.947975,2.946853,2.945865,2.718663,2.709409,2.619679,2.599209,2.550685,2.527231,2.490631,2.477154,2.444803,2.436626,2.427585,2.421811,2.377972,2.369055,2.359100,2.348485,2.320143,2.315222,2.298758,2.245599,2.225051,2.216259,2.210086,2.168232,2.157617,2.146309,2.143423,2.134979,2.124762,2.030613,1.996172,1.985404,1.960816,1.858367,1.833064,1.634607,1.461006,1.461000","2.972994,1.942757,3.045656,3.893706,2.976861,3.478284,2.890949,2.284144,3.273315,1.922110,3.364000,3.339031,1.469369,2.911147,1.672147,2.150735,1.906251,2.873497,1.990255,3.239883,2.096477,1.924752,2.841786,2.981760,1.222871,2.275024,2.043966,2.628873,2.600581,2.070371,2.164118,2.916885,1.369348,1.224226,2.539398,1.396750,1.538527,2.519741,1.786651,2.117561,2.207641,1.007995,0.927606"
752122223,"301332,301387,300305,002163,688680,603943,688332,602105,003406,300814,300858,001910,000720,600735,001124,300574,000646,301171,602910,000348,600065,688000,688528,300457,301023,602741,301041,001518,300356,300149,000972,002048,604753,604970,002782,000564,601944,601060,600974,301396,001790,000160,003405,604461","2.572240,2.563138,2.535181,2.527590,2.508352,2.503335,2.479643,2.468135,2.451131,2.446404,2.438157,2.408396,2.404879,2.400975,2.400498,2.389650,2.389345,2.378709,2.375857,2.367452,2.353122,2.352499,2.336596,2.334844,2.330724,2.283316,2.282012,2.274760,2.257523,2.245587,2.208595,2.187100,2.176122,2.172770,2.171481,2.169436,2.117057,2.084379,2.002058,1.987108,1.979199,1.765531,1.540036,1.379078","1.870520,2.696999,1.948980,1.675735,2.333464,2.288659,2.974258,2.710261,1.986501,3.533629,2.454313,2.798839,3.360155,1.358125,1.663299,3.165100,2.798607,2.993624,1.913913,1.782001,2.403845,1.649603,3.096487,2.192704,2.723060,2.265745,1.533690,3.198539,1.611702,2.028958,1.947897,1.696185,1.236235,1.981142,2.380779,2.955846,2.829294,2.905235,1.544480,2.618847,2.605152,1.343106,1.773707,1.170778"
619962765,"001730,000241,688057,300614,300113,300469,300439,600634,688601,602674,000463,002136,602075,000329,601294,300612,600632,602211,688997,601859,602877,688541,000342,300834,301035,301412,601465,001493,300842,301112,300592,688948,301300,688258,602527,600345,601963,601575","3.714732,3.660598,3.607463,3.339825,3.324052,3.178946,3.078296,3.065535,2.976047,2.964249,2.957181,2.903643,2.841446,2.800320,2.726905,2.721695,2.556228,2.553748,2.543420,2.540280,2.517643,2.475503,2.408207,2.376370,2.376323,2.333838,2.331218,2.330250,2.313192,2.304798,2.238869,2.229897,2.173489,2.085268,2.076737,2.066369,1.917319,1.390100","5.005036,2.532979,5.033270,3.722889,2.687736,1.700612,4.236809,3.889721,3.266524,3.412711,3.073060,3.511979,2.369204,2.188219,1.872355,2.947061,2.125634,3.404595,3.534357,2.431820,1.506650,2.028425,1.341939,1.873789,2.650528,2.235245,1.480485,2.994478,2.034079,2.351017,2.391266,1.943999,1.340569,2.142270,2.817108,2.483199,1.512896,1.925486"
920761521,"602302,002483,688072,003787,300539,603336,602198,000283,603698,003680,603179,688663,300266,603955,600853,002418,001165,301315,002131,688424,602249,604730,688255","4.761453,4.756393,4.669141,4.659100,4.641736,4.617292,4.594283,4.542603,4.530283,4.521449,4.475516,4.471140,4.378960,4.362866,4.275137,4.260996,4.029053,4.021133,4.018103,3.892960,3.887476,3.827472,3.805454","5.443414,4.665761,3.890677,6.264272,3.374942,6.022011,5.124616,3.214316,3.446326,3.795128,6.249094,5.014085,4.936047,3.990128,4.899438,4.056140,4.328471,4.288589,4.642199,2.810212,2.812716,3.725614,3.005802"
654702708,"601603,001122,601819,003399,688326,300292,604982,688896,002909,688893,688608,602527,002914,603663,301166,300592,000592,301140,002404,003061,688204,300312,604346,688799,602299,603552,002969,001647,688424,301008,688639,002158,688289,001691,601168,688134,001346,001039,688093,688961,003516,688782,000304","2.691413,2.668338,2.610207,2.587248,2.555157,2.544116,2.529607,2.525891,2.524817,2.524816,2.513328,2.512425,2.510468,2.476248,2.449154,2.446553,2.429147,2.426678,2.425060,2.422505,2.420950,2.412597,2.412578,2.383175,2.383139,2.381560,2.378898,2.372063,2.365433,2.319729,2.305338,2.292824,2.215152,2.184871,2.106649,2.099865,2.077920,1.887024,1.869987,1.797238,1.771171,1.624801,1.563864","1.620859,3.650288,3.002485,2.748231,1.511468,2.843367,1.680287,3.413316,2.066823,2.788874,2.407048,3.225471,2.908786,1.899184,2.734309,3.510210,2.144851,1.403010,1.627151,1.948242,2.147224,3.041738,1.968724,2.547369,1.944994,2.037805,1.913552,1.756205,3.303624,2.679603,2.069335,2.796871,3.286275,2.978829,2.265582,1.202066,2.747829,1.113843,1.460159,2.290954,1.278235,2.256975,1.777952"
768334162,"604666,300578,602864,603715,000896,300922,300096,301193,604017,603340,603612,688941,688142","8.555653,8.316889,8.276320,8.217554,8.214337,7.961403,7.841848,7.563752,7.542529,7.370132,7.172973,6.816916,6.149693","9.858239,10.314012,10.678211,9.038851,9.180727,5.126092,8.266471,7.185742,6.265504,7.436057,4.498831,5.292295,6.858967"
850347117,"602198,604210,688627,001517,002960,688040,003217,003862,002199,001316,601092,300639,300020,604877,604395,001729,603253,300872,000885","6.199978,6.193362,6.066290,5.774626,5.773456,5.721995,5.627564,5.529423,5.519608,5.422706,5.376536,5.237183,5.094165,5.027505,4.840913,4.541360,4.294797,4.092418,3.666113","5.925273,7.543033,6.379025,4.217729,5.481605,5.286369,3.926003,4.652810,7.736609,6.800036,6.951262,3.423335,2.848534,3.284221,5.711227,6.254702,5.600430,5.834746,2.143051"
430352093,"301419,300719,604210,603733,601693,300815,001030,604202,001517,300495,604186,003474,603849,300131,688816,000130,688321,602691,688752,300226,602335,604522,600309,602198,601535","4.875130,4.813162,4.719651,4.598401,4.593324,4.586692,4.485693,4.404349,4.251571,4.228316,4.096197,4.070927,4.059033,3.961488,3.881473,3.843429,3.799727,3.675626,3.648506,3.585726,3.581714,3.333985,3.004257,2.988282,2.913339","4.316638,5.390844,3.988849,4.524757,6.310121,2.981810,6.212591,4.324202,3.207688,4.822141,6.195529,2.504447,3.040262,2.853276,3.163528,3.550400,4.348256,4.557434,2.830659,5.378453,2.352383,3.328464,2.969699,4.523193,2.324375"
85477810,"301248,300250,601980,003618,688662,604746,603046,601960,301170,300842,002656,600725,300834,600076,602748,300172,003941,688243,301064,688649,300960,602267,688840,002268,602123,688738,688455,600925,002182,002350,603446,300751,300135,601600,003962,301375,001297,604561,688123,300787,602136,600845,604139,003129,002883,601498,001103,688748,301266,001310,688588,003175,602971","2.111448,2.097126,2.096823,2.096373,2.080341,2.079995,2.079506,2.072054,2.066302,2.063105,2.045930,2.033261,2.018957,2.013454,2.003315,2.001117,1.985513,1.974654,1.970441,1.967285,1.964210,1.963283,1.948950,1.947366,1.935134,1.930116,1.928491,1.925760,1.910502,1.909554,1.901056,1.898240,1.882566,1.866808,1.864022,1.853914,1.853730,1.853402,1.848641,1.848426,1.845892,1.817088,1.811614,1.796624,1.788627,1.723618,1.629359,1.600680,1.563060,1.556964,1.411606,1.336575,1.227125","2.508247,2.854918,2.582243,1.561269,1.811795,2.082102,1.507869,1.774142,1.766376,2.766615,2.141936,2.486113,2.106222,2.750217,2.334295,2.083687,1.799462,2.561587,1.124931,2.052585,1.236247,2.334745,1.165705,1.126828,2.131540,2.707062,2.685857,2.717634,2.220992,1.030674,2.562318,2.602488,1.232043,2.246446,2.619428,1.880077,1.326677,2.587803,1.691404,1.546344,1.005167,1.171314,2.222252,1.417821,1.032429,1.489821,1.345726,0.948682,0.996673,1.221818,1.737390,1.546177,1.555804"
631185703,"688102,300534,300315,003915,600634,300612,604625,000524,602211,688894,300289,002988,000241,603985,300173,602674,001730,003907,300142,300614,604753,603121,001450,300457,000972,001257,601292,003723,600051,003651,601706,300676,300149,002977,602712,688973,688412,604982,300574,000587,001691,002782,602269,001647,002837,601536,002048,300814,300090,603623,604465,604947,300228,300136,603731,003819,301226,603299,300266,688961,601106,003887,002805","2.028444,1.960778,1.909780,1.905867,1.877271,1.877153,1.872063,1.845419,1.840888,1.822088,1.778669,1.777910,1.772295,1.760020,1.751181,1.741836,1.740266,1.733729,1.721578,1.714352,1.703245,1.696312,1.689332,1.683724,1.665680,1.647166,1.645543,1.645029,1.623176,1.619426,1.618876,1.613877,1.612445,1.609276,1.575331,1.565702,1.531562,1.531305,1.526788,1.496948,1.496387,1.494134,1.487295,1.485132,1.485117,1.479145,1.439130,1.431149,1.409462,1.389241,1.385205,1.381414,1.379510,1.364823,1.364558,1.350337,1.309014,1.278952,1.225653,1.199493,1.150762,1.148025,1.133738","1.663315,1.993774,2.076426,2.083090,2.095344,1.297555,2.131376,1.177020,1.740942,1.182068,1.592030,2.292771,2.372002,1.113933,2.638976,2.624456,1.665284,1.090484,2.324468,2.349598,1.738214,1.944480,1.456658,1.934488,1.023998,1.192009,1.701965,1.056724,1.389331,1.740269,1.768939,2.256811,2.288592,1.401849,1.478180,2.340525,1.784715,1.484378,1.759491,1.664375,1.605188,1.600319,1.442432,1.299630,0.956156,0.899922,0.946301,1.350791,0.988702,1.100723,1.937066,0.794708,1.062284,1.529687,1.009651,0.889116,1.826024,0.907682,1.141634,1.108022,1.405915,1.592853,1.694289"
224684812,"002943,601054,688481,601836,604008,001545,300220,604688,600380,000583,600991,602951,601553,001781,604135,001287,603001,300934,301106,300689,000114,002222,604999,003600,002730,002068,602723,604680,300385,001622,300742,300241,300301,301154,300309,601170","3.303350,3.246908,3.235253,3.219682,3.177066,3.107737,3.105459,3.081403,3.066656,3.063535,3.033160,3.028116,3.023147,2.943304,2.828080,2.813242,2.799057,2.745846,2.732998,2.712810,2.694003,2.681620,2.679419,2.626820,2.625270,2.624770,2.598113,2.573875,2.508301,2.507588,2.489628,2.484400,2.396656,2.235529,2.154720,1.852477","2.574591,3.682135,2.805830,3.241060,4.628402,3.499579,1.965265,2.341075,2.274180,3.315183,1.811490,3.232587,3.989612,1.821135,2.547534,3.021968,1.616348,3.608770,2.004484,3.684050,1.563291,2.867644,2.223680,3.854438,2.647177,2.499509,2.261825,3.094331,2.285066,1.731388,3.461629,2.954307,3.264852,2.759089,2.806144,2.060352"
858537458,"000831,603603,604868,003618,000522,002350,604746,300135,003377,300960,301412,603454,300787,688243,301064,300419,688123,300000,003722,604308,300324,300237,688916,688903,000955,688132","4.264852,4.152901,4.118229,4.115569,4.113378,4.079224,4.075892,4.036335,3.992963,3.948373,3.932800,3.926130,3.912146,3.910171,3.904124,3.874395,3.869007,3.866187,3.849569,3.798621,3.658330,3.641241,3.614273,3.547591,3.502027,2.295673","2.734675,2.484630,2.461471,4.315669,2.555517,3.789080,4.696947,2.477800,5.604405,4.014593,3.748931,4.799680,4.564893,4.908065,4.987928,4.232822,2.435062,5.288432,4.243101,4.601260,3.360003,2.044644,4.351881,4.862417,4.390162,2.045932"
332448329,"604473,688713,603702,688721,601411,001894,002302,688773,300671,300490,300416,604395,601540,601605,000753,002632,688843,604597,600835,003226,604830,002230,001860,003332,688846,301456,301279,603474,601991,601668,300644,301459,688814,300900,688493,002534,604383,301090,301471,300626,600374,002421,688864,604228,003057,603814,688507,001784,604927,000410,001138,300867,300190,301074,301050,600338,300737,602576,300031,003526,301455,601979,600846,001282,604904,604772,600894,688279,603497,601904,001278,688553,300876,603316,602427,688093,002092","1.652112,1.611944,1.563770,1.536271,1.527044,1.524942,1.524300,1.499484,1.499210,1.481796,1.479664,1.463580,1.462351,1.458910,1.456251,1.451651,1.437332,1.435585,1.433768,1.419492,1.416561,1.415329,1.415109,1.414094,1.410508,1.403028,1.402040,1.394216,1.382655,1.381084,1.368444,1.351594,1.348114,1.341537,1.338366,1.333044,1.332965,1.322539,1.313611,1.312856,1.311930,1.306851,1.301217,1.281982,1.279088,1.271063,1.254150,1.251182,1.246300,1.246143,1.236577,1.229597,1.221139,1.220956,1.215313,1.193807,1.186705,1.181886,1.181874,1.173156,1.169371,1.168721,1.164967,1.153032,1.141649,1.137088,1.112058,1.103438,1.097914,1.087406,1.082211,1.048166,1.043642,0.912659,0.892065,0.832884,0.744661","2.207954,1.234622,1.690604,1.932760,1.749591,1.697782,1.158288,0.853018,1.390546,1.108839,1.285605,1.737674,1.478540,1.729363,0.805202,2.056389,1.981599,1.876302,1.109329,1.511293,1.544085,1.744312,1.366353,1.372113,1.337263,1.547988,1.922145,1.371331,1.197931,1.662847,1.079833,1.017506,1.087568,0.788576,1.864739,1.254650,0.788517,1.503079,1.700751,1.171931,0.912089,1.318784,1.142822,1.644940,0.740141,0.741671,0.710738,1.730807,1.720017,0.804263,1.536319,1.135974,0.749386,1.018734,1.617452,0.706587,1.171456,0.793748,0.901439,1.537462,0.688887,1.586929,0.863874,1.226114,1.433005,1.539442,1.495050,1.488313,1.328225,0.933818,0.710432,1.305036,1.392245,1.068824,1.039875,0.520219,0.826065"
509692886,"602036,003579,300958,002350,604868,603603,688733,300488,600448,301293,003618,300562,000831,688138,002059,301273,600464,600076,602035,688506,300975,003941,604039,601357,688363,301412,000632,300380,301002,300695,300258,601116,688851,688108,601709,601489,301415","3.238419,3.185929,3.131708,3.038212,3.019327,3.011278,3.010819,3.003209,2.984364,2.963244,2.907752,2.904019,2.892656,2.835756,2.821807,2.806369,2.805149,2.803155,2.765693,2.743699,2.737555,2.728718,2.707775,2.703639,2.648713,2.640577,2.634555,2.627035,2.513011,2.451203,2.419989,2.411800,2.398312,2.379612,2.225122,1.684417,1.215401","4.747951,3.825519,3.910861,3.748044,1.880618,2.496034,2.902246,3.833887,3.103959,3.917433,1.766432,2.102916,2.192559,1.653036,1.869771,2.629692,2.776389,3.448957,2.128376,2.222126,2.839751,2.660035,2.269003,2.172844,3.639771,2.543790,3.311148,3.857212,1.907638,2.907377,2.322187,1.562387,2.636489,2.352732,2.478640,1.856939,1.525250"
527246708,"002277,300811,300495,600135,602427,003862,001517,002055,300719,603733,000211,601092,300337,001579,002893,604897,600781,000823,301135,601875,600052,604524,001729,300008,002560,300233,301051,300865,002623,002314","3.946517,3.945623,3.922393,3.870760,3.853034,3.722145,3.707914,3.699089,3.647880,3.642697,3.627118,3.566586,3.560244,3.557727,3.430088,3.428074,3.376194,3.336496,3.333061,3.255338,3.231999,3.217540,3.212685,3.109503,2.760359,2.742880,2.644211,2.501026,2.121635,2.029186","3.857442,4.834662,5.041718,3.367472,4.667483,4.486584,3.159598,3.443417,2.070751,4.912206,3.404067,3.628902,4.522728,3.242016,3.103692,4.686840,3.329930,2.684671,2.598062,4.261295,4.111067,3.831576,3.176941,2.086923,2.853141,2.070302,2.469835,1.318618,1.711348,1.066715"
714756249,"688647,688040,604257,602302,604064,003787,602305,688849,688255,604315,000853,688782,301027,301400","8.255308,7.895595,7.536388,7.377884,7.377290,7.293052,7.283073,7.247201,7.140272,7.140246,7.139675,6.615467,6.554561,5.143989","6.900862,5.489675,8.683664,8.536749,9.099060,8.902567,8.384819,7.171190,5.314391,5.777046,8.766110,5.522061,7.371610,4.080196"
476133455,"301361,604378,002733,001332,001390,603980,688781,601621,603147,603940,602129,602098,000619,600639,301280,603146,604220,300309,688957,602910,688786,600547","5.799675,5.752107,5.559825,5.528113,5.457757,5.395246,5.352521,5.276199,5.266151,5.228614,5.178761,5.107395,5.058559,4.328386,4.113155,3.948797,3.305295,3.053177,3.047435,2.954031,2.703752,2.585049","6.079054,5.559060,5.050535,3.924915,8.142284,5.378066,5.701090,6.980816,3.568605,3.218005,3.225866,3.745386,6.359076,2.991212,6.006760,4.660766,4.563647,3.521705,3.215783,3.032008,2.541312,2.534049"
794321954,"688852,688791,003907,300482,603506,300312,602560,688340,001040,002678,300877,602674,601292,002432,003630,604064,604266,301006,002321,688279,002230,688114","5.686055,5.542255,5.473659,5.332452,5.330064,5.035423,4.982730,4.883802,4.676333,4.644342,4.609707,4.484997,4.457349,4.391478,4.372439,4.170768,4.142977,4.127440,3.724182,3.573720,3.326330,3.031498","6.998884,6.837409,7.406192,2.935381,7.284648,5.451291,5.775121,3.628868,3.324865,4.481273,3.390395,4.104178,5.615494,3.029520,4.192799,3.335722,4.559662,4.653201,4.517801,2.911822,3.849404,1.716072"
