InvestorID,Portfolio,Proportion1,Proportion2
822121666,"301090,600263,001839,603478,000274,000409,602233,000350,000438,688089,003231,688571,604597,000705,300754,688728,688220,601871,688019,301471,603819,602746,002494,601194,604406,601127,600485,601174,300909,300831,601170,002302,600684,688233,301031,601485,602253,604228,003526,001540,602399,300239,003233,688967,300241,002654,601206,000403,300490,001410,301206,604920,601540,001885,603650,601545,001145,603709,301084,603607,601558,003839,602981,001916","1.993477,1.945737,1.883828,1.861650,1.847940,1.843531,1.794170,1.792749,1.791104,1.783212,1.782884,1.760355,1.755853,1.753823,1.751397,1.727087,1.726879,1.718202,1.713811,1.713218,1.700923,1.687548,1.679080,1.671765,1.652817,1.649270,1.632419,1.602666,1.600973,1.582880,1.572266,1.566034,1.556502,1.534708,1.531967,1.525880,1.505157,1.488456,1.486601,1.486263,1.486020,1.484160,1.475291,1.470668,1.469769,1.467182,1.465656,1.435218,1.425284,1.415528,1.345593,1.344718,1.336580,1.320855,1.316700,1.289690,1.273325,1.257358,1.251424,1.238434,1.236174,1.199321,1.194951,1.145015","1.832506,2.382608,2.463887,1.960118,1.806341,1.223535,1.365836,0.965098,1.806150,0.964066,1.193641,1.738065,2.270691,1.288949,1.063589,2.353378,2.309014,1.948629,1.446733,2.149541,1.563724,1.253346,1.488324,1.207712,2.229841,0.903334,1.653595,1.628386,2.084631,1.811594,2.041053,1.673083,1.239777,1.810641,1.216039,1.769761,1.777922,1.668133,1.760336,1.674209,1.228309,1.887645,1.986389,0.828223,1.749353,1.123074,2.025604,0.887780,1.565498,1.522821,1.315938,1.364647,1.555602,1.049378,1.841020,0.858382,0.856499,1.304442,0.935966,1.189344,1.577317,1.301787,1.670420,1.386743"
21345690,"602462,688533,300659,604425,601936,600339,301038,603506,602560,688823,688507,688644,001963,002426,603390,688787,604035,602020,602904,003649,604300,001879,688695,603238,602825,602068,688567,600553,002174,601488,601847,600563,300074,300101,688516,300797,601135,604242,600116,603561,003045,301206,300471,688852,300516,688989,602833,604908,300020,688284,604803,600182,601815,002825,603106,602799,688692,604283,000406,001810,602510,688114,002175,602835,602504,000515,002245,001460,601773,002862,603332,601744,688011,301053,301098,301346,300531,688532,301282,601925,002311,301146,301217,688494,001557,602671,602322,000304,604288,688376,602047,601730,604173,604652,688039,300595,003732,688106,300509,603650,002718,600655,604086,301461,688962,604920,002983,301126,600867,600892,301191,002015,000988,603777,603885,002367,003516,602854,603516,688992,688964,688633,001242,604758,301031,000734,603862,300127,002026,602859,688282,604413,603209,688136,688093,688008,603388,688857,002295,604963,300580,002083,300216,602126,002421,000231,688948,600942,300578,300209,688615,603093,001165,301101,601963,000438,688875,688274,604795,301456,602048,602815,603498,604449,002963,001983,688135,600705,301462","0.752608,0.733186,0.714976,0.712870,0.708218,0.696914,0.693420,0.691472,0.687932,0.682768,0.681480,0.678046,0.676260,0.675688,0.672295,0.671832,0.670854,0.668625,0.665452,0.661225,0.658370,0.658015,0.657124,0.656825,0.656544,0.656186,0.655844,0.655364,0.655209,0.654735,0.654545,0.652641,0.649649,0.648754,0.648746,0.647025,0.639383,0.638609,0.638455,0.637504,0.637345,0.637090,0.635858,0.635771,0.633759,0.633646,0.631825,0.631708,0.631540,0.630094,0.629775,0.629682,0.629164,0.628105,0.627113,0.625447,0.624244,0.622077,0.621562,0.621198,0.620759,0.620751,0.620401,0.619975,0.619252,0.618453,0.617838,0.617711,0.617460,0.613356,0.612839,0.612325,0.611356,0.610580,0.609987,0.608501,0.607855,0.607761,0.607365,0.606998,0.606346,0.603215,0.601436,0.601166,0.600789,0.598890,0.598351,0.597743,0.594515,0.593704,0.593080,0.592589,0.591847,0.590850,0.589674,0.587717,0.587539,0.587075,0.586079,0.585224,0.584162,0.583822,0.583201,0.581102,0.578204,0.576371,0.576371,0.576119,0.576108,0.574588,0.574546,0.573407,0.572417,0.571880,0.571738,0.571518,0.571138,0.570170,0.568493,0.567117,0.566023,0.565919,0.565734,0.561972,0.561016,0.560645,0.560064,0.559351,0.557550,0.557309,0.556435,0.555230,0.554569,0.553793,0.549758,0.545196,0.543357,0.543091,0.541907,0.541518,0.540842,0.539243,0.538052,0.538049,0.536615,0.535736,0.533881,0.533652,0.526899,0.525839,0.522345,0.511583,0.510208,0.505100,0.503254,0.497834,0.487295,0.480867,0.472467,0.472362,0.470197,0.463761,0.452031,0.425785,0.358697,0.353731,0.342472,0.341307,0.294982","0.923371,0.882865,0.460302,1.003450,0.716041,0.484055,1.015006,0.660048,0.847251,0.404616,0.930531,0.652818,0.732592,0.609758,0.857590,0.788546,0.669672,0.438766,0.550968,0.484346,0.770328,0.532613,0.631394,0.862407,0.696973,0.703046,0.874867,0.393943,0.638119,0.529604,0.892097,0.866667,0.717860,0.648637,0.871978,0.884893,0.661680,0.361972,0.535670,0.609908,0.355825,0.847218,0.609960,0.613459,0.717211,0.631897,0.805150,0.373885,0.484567,0.778394,0.802177,0.502629,0.713273,0.890144,0.578417,0.438668,0.401440,0.556178,0.378187,0.430821,0.670864,0.389192,0.471013,0.714374,0.365564,0.393300,0.799279,0.497381,0.552169,0.647799,0.581809,0.532824,0.844732,0.357335,0.601694,0.567403,0.429500,0.816172,0.602256,0.448762,0.569287,0.457131,0.423054,0.574599,0.377140,0.343345,0.495861,0.753201,0.453518,0.464347,0.574222,0.875282,0.872973,0.669586,0.500072,0.744941,0.870560,0.748087,0.681289,0.393162,0.755582,0.624053,0.561622,0.365504,0.451315,0.569860,0.740739,0.577467,0.323543,0.718125,0.437946,0.634460,0.628928,0.479392,0.503486,0.478778,0.720647,0.740995,0.532187,0.390769,0.542077,0.531403,0.671661,0.690969,0.372384,0.479733,0.827996,0.652441,0.389797,0.731398,0.669993,0.470131,0.579769,0.450816,0.580918,0.634180,0.396508,0.741564,0.730584,0.363868,0.775229,0.726272,0.330387,0.586287,0.772673,0.725477,0.493800,0.348444,0.710815,0.626193,0.610074,0.292248,0.621809,0.462605,0.553728,0.301425,0.318033,0.417932,0.521688,0.635690,0.530487,0.338003,0.546404,0.317721,0.475659,0.464768,0.291322,0.210922,0.418489"
807197263,"601988,003460,688336,601847,688637,600940,688615,001145,688752,300518,601925,002707,688791,601744,002490,603607,002335,300466,604035,604425,002105,601855,000988,604891,602510,001052,602660,604963,604150,602917,600892,601545,001540,001963,001177,301038,601533,300549,300001,602825,604772,600655,602553,001992,300664,300076,002255,300939,604652,603281,300740,002454,002002,601174,602323,688186,002594,300513,002174,603726,600083,001514,604102,604833,602884,600650,300835,301455,602981","1.916329,1.811392,1.759332,1.758641,1.724955,1.711517,1.708906,1.645990,1.639261,1.638618,1.620316,1.619334,1.609885,1.589463,1.586679,1.584626,1.578359,1.571986,1.559124,1.555934,1.549185,1.543698,1.541684,1.520828,1.514404,1.513753,1.507020,1.489218,1.471291,1.469058,1.468682,1.461762,1.452652,1.450476,1.449588,1.439155,1.438682,1.430504,1.411501,1.405899,1.405325,1.402027,1.401315,1.386137,1.385964,1.384411,1.378918,1.375806,1.373213,1.350166,1.341112,1.336086,1.305834,1.289090,1.288435,1.268734,1.267619,1.265681,1.265019,1.262652,1.255931,1.249850,1.235968,1.232589,1.214862,1.198198,1.146318,1.145151,0.867902","2.074647,1.469512,2.029640,2.204643,2.343206,1.358514,1.130671,1.362982,1.593926,2.356846,1.376448,1.419475,1.260080,2.108160,1.737942,2.255331,2.216901,1.471929,1.907187,1.795815,1.292193,0.992633,1.871954,1.132149,1.824236,2.100279,1.114758,1.192678,1.672768,1.605747,1.846113,1.604873,1.335196,1.196131,1.889831,1.139871,1.267725,0.828968,1.441373,1.884749,1.953812,1.095825,1.057154,0.786247,1.371060,1.680211,1.331645,0.796116,1.328137,0.785241,1.451407,1.065733,1.525885,1.200286,1.346845,1.520592,0.853459,1.529636,1.880235,1.172432,1.502007,1.346144,0.831533,0.769796,1.299701,1.337097,1.122673,0.723365,0.627645"
854852741,"602462,688533,600339,601988,601855,603031,688787,601847,602020,300659,000515,603561,604406,688823,002718,301206,688284,300516,603106,601936,000887,300735,600309,604425,601135,688695,603286,301038,603516,600831,300558,601744,000487,003048,602140,001963,300466,300513,602504,602904,688989,604150,301365,000643,001145,603303,602660,002255,600810,601730,601716,604884,688567,602826,688816,301065,604930,001540,300531,603390,301346,600485,688857,604920,688114,603332,688692,003912,000988,688507,002825,002367,688222,602133,002983,604242,602652,002862,602576,002496,602068,002578,603238,002311,300274,603704,688131,003017,601174,604803,301126,602746,300652,601155,600640,601545,001625,602671,002439,603777,001266,300800,688974,603214,002962,688530,601915,600056,000406,688964,002092,602691,602561,300780,688039,300871,300769,601533,604891,002421,601773,001460,602744,002775,301134,300030,300096,603862,300290,300312,602349,300655,604883,600632,601072","0.906905,0.906743,0.884147,0.879521,0.852642,0.851939,0.851166,0.840446,0.835569,0.828825,0.828000,0.823736,0.822586,0.818386,0.817718,0.817033,0.815464,0.813816,0.813686,0.811920,0.810840,0.802134,0.802055,0.801548,0.799381,0.797501,0.796984,0.794542,0.792940,0.792882,0.792307,0.792231,0.792073,0.791354,0.790507,0.790378,0.790327,0.788799,0.788784,0.787482,0.786954,0.786771,0.786718,0.784708,0.783321,0.780747,0.777856,0.777831,0.777825,0.776903,0.776331,0.776308,0.774820,0.774408,0.773666,0.772920,0.772084,0.769766,0.768173,0.764884,0.764735,0.763481,0.758313,0.757782,0.757135,0.756465,0.755209,0.752087,0.751381,0.749801,0.749509,0.747588,0.746103,0.745634,0.743323,0.742007,0.739836,0.739723,0.739007,0.738137,0.737460,0.737452,0.735618,0.735491,0.734666,0.734365,0.733837,0.733519,0.732552,0.732153,0.731910,0.729744,0.729583,0.727940,0.726566,0.725190,0.725181,0.719131,0.718312,0.718174,0.713762,0.713619,0.712057,0.710494,0.705572,0.701085,0.700419,0.696794,0.696470,0.694617,0.693538,0.693392,0.692541,0.692384,0.681598,0.675851,0.664432,0.661525,0.661057,0.648175,0.640660,0.639661,0.634516,0.614960,0.612415,0.601943,0.595701,0.584444,0.530317,0.524474,0.515604,0.501429,0.473299,0.467325,0.399479","0.947306,0.658028,0.863698,0.739426,0.706508,0.696770,1.074261,0.820285,0.806357,1.056616,0.664678,0.695146,1.172329,1.108130,0.953803,0.971644,0.635998,0.552935,0.938002,0.577487,0.579328,0.494148,0.983476,0.994801,0.969256,0.647487,0.495178,0.875378,0.452989,0.840182,0.584815,0.551624,0.656845,1.062348,1.080886,1.015042,0.633809,0.829835,0.809031,1.064004,0.687395,0.839441,0.720397,0.653932,1.136862,1.004681,0.673782,0.663031,0.625541,0.583942,1.011386,1.078379,0.705648,0.978577,0.959541,0.630699,0.794186,0.810357,0.473465,0.543377,0.854924,0.925306,0.677343,0.827968,1.077507,0.752594,0.778404,0.606974,0.836204,0.951693,0.534202,1.036900,0.840769,0.875817,0.624615,0.588887,0.858687,0.721510,0.714833,1.028731,0.527796,0.903141,0.691316,0.971872,0.489496,0.857485,0.689961,0.681670,1.001686,1.014614,0.518673,1.011154,0.895738,0.849181,0.445392,0.658637,0.939843,0.513463,0.988282,0.637937,0.405944,0.407728,0.605673,0.769092,0.431456,0.865897,0.765766,0.822439,0.498678,0.399809,0.524706,0.599984,0.816838,0.750516,0.535128,0.607257,0.649924,0.896243,0.505231,0.800586,0.416108,0.923788,0.612260,0.819177,0.710289,0.341417,0.575147,0.521679,0.485636,0.370812,0.620223,0.608929,0.370107,0.372389,0.357449"
735627642,"001008,688942,604553,603814,003526,002534,001469,603474,600323,300370,688773,688843,603819,600047,601827,300754,003231,600846,003519,000462,604739,600843,000895,688220,688259,001876,601206","4.226202,4.074229,4.034291,4.008944,3.970266,3.957394,3.921902,3.865628,3.857789,3.830227,3.817133,3.743359,3.737527,3.731664,3.730623,3.717712,3.697613,3.666280,3.614187,3.576823,3.541625,3.533127,3.472409,3.304094,3.208996,3.111219,3.048737","2.708752,3.967939,2.844419,5.921643,5.617437,5.534370,2.647580,2.809637,3.482190,3.943279,2.842433,3.532424,4.398393,3.656358,3.448451,3.038234,2.888646,4.003799,5.318912,4.445243,3.841696,4.173842,2.852057,3.000685,2.367063,3.606329,3.108186"
598190808,"603318,301497,601414,301377,688882,688771,601364,300653,301400,602653,001953,601972,688515,602520,688192,688746,300192,601017,002739,001382,602971,301084","5.857472,5.625327,5.619032,5.322664,5.311008,5.170282,5.124720,5.034692,4.974481,4.870654,4.702945,4.670707,4.554390,4.408194,4.134326,4.112639,4.033867,3.681240,3.500083,3.230185,3.184889,2.876203","3.856637,4.343006,4.520156,7.590720,7.384217,6.324713,5.859965,3.823530,5.667635,6.652636,3.194622,3.213929,4.773153,2.844711,4.435898,3.496919,2.599346,5.005649,4.164019,4.451566,3.033121,2.763851"
673532794,"003915,600974,604625,001450,000477,002322,604786,000564,002482,601079,000184,301491,003651,300957,604753,601944,600065,002342,300315,688426,601536,601678,603943,600206,300863,003406,002988,600499,002837,300858,601637,602900,688736,601811,688332,000740,688544,688558,000646,688581,003163,688045,000763,604894,600697,001992,003110,300949,603680,001382,000580,300460,600765,001005,300126","2.153743,2.152018,2.150962,1.997281,1.996906,1.995290,1.990297,1.988932,1.981237,1.973563,1.968754,1.967037,1.962548,1.951688,1.950177,1.948375,1.945962,1.937854,1.932232,1.930496,1.919091,1.910455,1.905876,1.901236,1.897499,1.892580,1.878909,1.876651,1.863164,1.840899,1.817268,1.816239,1.813487,1.808637,1.802623,1.798174,1.797978,1.753304,1.748924,1.748868,1.744927,1.737601,1.703214,1.640538,1.632184,1.630755,1.594427,1.592604,1.582428,1.542830,1.529729,1.487398,1.366995,1.365712,1.181444","1.654704,1.210610,1.863984,2.223557,2.407794,2.597462,2.604425,1.982390,2.570609,2.667536,1.706173,1.220858,1.493630,1.211083,2.025681,2.693966,1.478949,1.477184,1.914223,2.593844,1.728380,1.933125,1.221292,2.457120,2.730817,2.535570,1.913796,1.709518,1.799955,1.485094,1.020240,2.311445,2.471052,2.013285,1.418085,1.220724,2.230561,2.195065,1.220016,0.969422,1.733991,1.292543,1.720087,2.331531,2.077262,1.592982,1.411273,1.233434,0.937522,1.894186,1.717704,0.835545,1.753432,1.833741,1.451542"
853123081,"688671,300213,603396,688220,688084,001916,688918,688175,604228,301396,003631,688311,301207,603421,688812,688012,688601,300626,002632,003651,000646,600264,300909,002782,602462,602068,002086,600162,604710,002814,003088","3.983993,3.978032,3.861324,3.816875,3.721870,3.624023,3.563898,3.531563,3.531118,3.490714,3.484200,3.466204,3.402302,3.317536,3.151143,3.090005,3.088913,3.066568,3.033161,3.011158,3.000695,2.980418,2.974313,2.893185,2.848939,2.818368,2.762257,2.727369,2.663621,2.655367,2.460867","2.687876,4.584702,4.977443,4.428516,4.959267,3.900719,3.780490,1.908110,3.169491,4.439919,1.821726,4.509942,4.147111,3.892577,2.210522,3.603882,2.565404,4.121523,3.266705,1.590194,2.737361,3.276612,3.787020,2.657878,2.216802,2.208947,2.415090,1.899954,2.810973,2.355212,3.068030"
299478491,"300355,601681,300360,600378,000974,601324,688127,300662,300108,604383,003303,688218,602845,601237,300548,300205,300131,688697,600727,001382,600061,600670,002676,002177,603409,301087,602467,603497,688715,688301,002933,603054,688259","3.948837,3.686823,3.571859,3.456504,3.401690,3.369614,3.321931,3.295174,3.280970,3.259467,3.228812,3.181587,3.178879,3.162526,3.125282,3.080244,3.039784,3.034945,2.998295,2.969405,2.954498,2.938974,2.894307,2.807927,2.737291,2.682679,2.614769,2.565405,2.558389,2.480427,2.448255,2.446056,2.278395","3.956144,3.546029,3.557233,3.955105,2.564697,2.475281,2.556335,1.826695,3.686417,2.969836,4.381160,3.967440,2.404014,2.936222,2.267879,2.699804,3.515014,3.238363,2.408620,3.991756,3.443930,3.512019,2.895784,3.746827,1.493153,3.692772,2.939961,1.622783,2.330474,3.446397,2.631371,3.384175,1.956311"
967940816,"601908,003521,600686,601224,003917,602146,003174,604717,003449,301037,601553,602305,603306,600128,603286,001617,688970,300769,300696,300831,601170,602561,688346,300920,601528,000523","4.583819,4.527456,4.497188,4.377488,4.110662,4.109320,4.095809,4.090502,4.063037,4.053145,4.042217,3.975470,3.891828,3.843358,3.829606,3.691744,3.687157,3.679644,3.657851,3.525154,3.520790,3.507510,3.338872,3.239082,3.208716,2.852574","5.020057,2.801624,5.324445,4.246438,5.124603,2.897743,5.866661,3.216969,4.191490,3.320928,3.494081,4.083022,3.782137,2.684399,4.015375,5.067659,4.471563,3.166044,5.416762,2.129780,3.200660,3.214042,3.310097,3.627378,2.082982,4.243062"
844163744,"604473,301006,001860,688720,604345,604228,601342,300176,603653,601827,001391,002979,688684,688435,688721,300137,602366,601206,301055,002230,602765,002447,604395,601668,001108,300783,601889,688371,300416,300878,003057,301018,600835,600205,601127,688864,603124,600277,003912,688757,000604,301324,604803","2.604249,2.587516,2.585059,2.564607,2.563769,2.511662,2.494330,2.475747,2.468762,2.455126,2.446410,2.433631,2.427522,2.418686,2.411252,2.404356,2.387076,2.380998,2.376376,2.368745,2.337618,2.332850,2.324449,2.322032,2.318925,2.301615,2.297789,2.273632,2.269141,2.261958,2.259621,2.254613,2.253279,2.250111,2.196266,2.182417,2.168384,2.163711,2.097441,2.081672,2.025976,1.866026,1.794595","2.799790,3.387424,3.166231,1.851074,2.643609,1.338118,2.808233,1.775791,2.611907,2.287328,2.677200,2.451682,2.474383,2.091176,3.132447,2.900261,2.907233,1.317321,1.445170,2.054103,2.151523,1.974132,2.212194,2.872357,2.661166,2.603251,2.602228,2.675248,2.458377,2.143478,2.951382,2.847388,1.704682,2.284132,1.664250,1.996677,1.355685,2.633764,2.137884,2.714538,1.875324,1.808135,1.551720"
50300280,"688492,003449,000350,603214,688917,301201,604772,688752,601636,688967,602671,604288,300344,602799,602577,002739,601940,300104,688742,002496,602323,688571,002432,001108,002281,604930,688644,688168,601693,688799","3.867980,3.845071,3.819209,3.755523,3.702419,3.670256,3.665707,3.608713,3.604898,3.592430,3.546423,3.507102,3.498065,3.366558,3.347326,3.341548,3.280364,3.263699,3.252412,3.213605,3.136316,3.131845,3.047151,2.915659,2.905830,2.897913,2.885977,2.879124,2.745741,2.705138","2.332568,4.607955,3.866240,3.931351,2.696477,4.067885,3.702640,4.079622,3.872060,2.190885,4.300470,2.707685,2.941184,2.578884,4.317844,3.480935,3.435581,2.050600,3.687252,2.652609,4.107731,2.789204,2.545245,3.818008,4.033295,2.437774,3.126574,3.852162,3.181637,2.607642"
197244291,"301064,002958,601116,002818,300250,602117,601980,688484,300751,002073,002509,688733,301273,300237,301151,002059,300460,604039,002656,603342,601294,602687,000588,688541,604746,688817,600932,003377,300494,003962,002268,000342,000955,604964,603454,600076,300003,601498,002722,300834,688735,604141,603446,002709,300557,002116,604751,300275,300008,000211,002593,300695,300667,688537,001103,002136,604186,003349,603326,601944,602190,300568,602270,604436,002594,300141,601809,688365,300998,602806,000148,300163,301312,002419,604758,603506","1.652029,1.577448,1.569023,1.567391,1.564247,1.526997,1.510624,1.489763,1.488946,1.485651,1.480133,1.475953,1.468901,1.462282,1.450997,1.449449,1.435728,1.430899,1.429788,1.428972,1.416012,1.415674,1.414978,1.410913,1.409997,1.387419,1.383392,1.380142,1.379802,1.378646,1.365944,1.364006,1.352337,1.348893,1.342609,1.339749,1.339666,1.337451,1.329470,1.328318,1.325249,1.324729,1.319193,1.318830,1.315573,1.315380,1.300133,1.285326,1.273825,1.272316,1.265166,1.255753,1.247068,1.239094,1.234842,1.218565,1.212763,1.203894,1.203134,1.200508,1.187087,1.179712,1.179013,1.176627,1.169333,1.161646,1.155736,1.153723,1.119313,1.109567,1.100727,1.033165,1.023416,0.972177,0.845057,0.731719","1.746644,1.577663,1.651202,1.455075,1.228983,1.532898,2.068588,0.948109,1.779748,1.433742,1.568697,1.636126,1.971138,1.490035,1.154396,1.940005,1.529315,1.060920,1.618347,2.008347,0.969653,1.374002,0.844019,1.620442,1.043286,0.802116,1.556354,1.511817,1.069617,1.184917,1.817252,0.982750,1.094845,0.830548,1.034633,1.574052,1.639502,1.474478,1.627399,0.741883,0.970938,1.476927,1.083084,1.010983,0.977156,1.806344,0.989626,1.850427,0.957353,1.600503,1.300110,0.803794,1.368229,1.135188,1.268986,0.865463,1.741398,1.592782,1.699279,0.822382,1.146809,1.182968,1.448603,1.290019,1.536653,1.311158,1.480017,1.454739,0.664502,1.480063,1.052707,0.725067,0.859552,1.183448,1.061776,0.607424"
208215276,"002325,300562,600425,300901,301112,003364,601718,602733,602593,301154,001215,600088,688909,602349,300509,300217,602928,003174,688953,688501,601072,001287,301393,688093,688376,002739,002943,600116,602305,688155,600135,003088","3.952289,3.905938,3.828252,3.827814,3.810978,3.745484,3.716202,3.614713,3.548276,3.534076,3.281017,3.185919,3.152790,3.079724,3.056847,3.055786,3.027129,3.014816,3.003928,2.990672,2.975371,2.910834,2.902897,2.823785,2.817084,2.802999,2.771690,2.733683,2.641502,2.146185,2.144308,1.997012","3.870071,5.049630,2.190231,4.610839,4.464194,2.697737,3.338418,3.787806,3.329579,4.065843,2.966369,3.167624,3.022117,4.106637,2.213346,3.807470,2.549177,2.604370,3.320482,4.132239,2.624206,3.091944,2.702356,2.504492,2.607862,3.165417,1.987288,1.694320,2.055954,2.986920,3.053227,2.231837"
321639398,"602270,602812,604232,603359,001091,688208,688948,604942,001122,604118,002908,000208,300510,688639,300772,600356,001679,600583,301181,601603","5.621677,5.463415,5.404573,5.386568,5.341525,5.133892,5.118448,5.055703,4.993607,4.964022,4.951669,4.935288,4.911920,4.827158,4.777498,4.742504,4.708635,4.703777,4.626705,4.331417","4.588221,4.944980,6.344763,3.849262,7.863362,7.740036,7.237798,3.288690,5.801516,2.963832,5.595179,3.443255,3.167722,6.818143,4.419864,6.937102,3.561167,4.140498,4.110152,3.184459"
303889502,"688918,002646,601237,688559,002464,604022,688831,003669,688636,601093,688379,688849,300798","9.570896,8.947163,8.753273,8.640226,8.591113,8.147514,7.776792,7.604151,6.969919,6.941728,6.286641,6.114154,5.656429","10.341625,11.279079,9.439732,7.730263,10.139922,5.278044,8.536005,10.897173,4.504352,7.937463,3.627622,4.739782,5.548939"
559994048,"300562,300258,301112,601718,001255,602733,688748,301154,602593,603153,300331,002325,300901,604468,600778,300195,604453,602971,600088,601406,602457,003175,688408,602928,002237,688363,688253,300031,002368,000632,600712,688506,600097,002779,300210,600448,301293,001215,604021,603575,300512,601881,688345,688309,002520,301233,688851,301384,604423,601980","2.522272,2.475604,2.403437,2.392893,2.380231,2.374145,2.342362,2.322887,2.306775,2.305749,2.281310,2.277396,2.275907,2.258353,2.227875,2.194832,2.185517,2.142616,2.136729,2.135685,2.119004,2.108112,2.106706,2.100094,2.090617,2.074382,2.053122,2.052673,2.041155,2.027673,2.010965,1.980246,1.978329,1.957360,1.884372,1.854767,1.849485,1.822601,1.757152,1.745737,1.693388,1.615444,1.606638,1.591921,1.542212,1.471318,1.440095,1.229395,1.176682,1.075779","3.038781,2.099614,2.219239,2.653925,2.534340,1.899937,1.917282,1.371524,1.457432,2.443945,2.803937,2.097286,2.557578,3.184079,1.586973,3.239806,3.021504,3.211759,2.217114,2.902690,1.738358,1.659575,2.953190,1.845013,1.393163,1.692377,2.966048,1.971608,1.655903,2.899070,1.183934,1.136943,2.206210,1.881064,2.304772,1.553809,1.533237,1.169205,1.291941,1.343181,2.463500,0.937041,1.555074,1.955295,2.257693,1.300427,0.944972,1.326068,0.844887,1.577696"
443111540,"000776,301279,000753,688773,300553,688942,600374,688089,604225,603884,601605,002086,688321,000203,301006,688720,600843,604772,300671,300718,602744,300900,002439,001810,602854,300137,001469,002570,603963,603197,602746,604739,601174,002718,688019,301296,301057,602233,002302,688156,688054,600182,602576,601652,301415,602652,300735,001540,002255,300077,688435,601906,601170,002717,001266,688533,300558,001967,300437,602833,688644,603390,003243,300723,600339,300531,001039,603031,001625","1.759211,1.735284,1.717985,1.713110,1.705913,1.654217,1.645627,1.629592,1.628255,1.621707,1.608561,1.604587,1.593596,1.590292,1.587694,1.565919,1.551269,1.542131,1.527763,1.527684,1.524184,1.524085,1.523281,1.494578,1.492166,1.483418,1.483013,1.478759,1.478475,1.468933,1.467389,1.462788,1.461040,1.450419,1.448855,1.438689,1.435367,1.430441,1.422617,1.420627,1.405431,1.405239,1.390381,1.389671,1.385326,1.384990,1.376975,1.376482,1.373942,1.370496,1.369270,1.363030,1.352555,1.349604,1.344169,1.319432,1.300997,1.287576,1.278570,1.278303,1.267337,1.262237,1.247372,1.240074,1.206754,1.205509,1.205222,1.199114,1.164421","2.263152,1.924347,1.976010,1.939334,2.074940,0.960894,1.518777,1.032371,1.626512,2.042163,2.089474,1.572987,2.152534,1.850899,1.394486,1.114090,1.036549,1.526558,1.373881,1.659179,1.329832,1.381078,1.883652,1.123649,1.398727,1.718914,1.432375,1.452432,1.911702,1.081965,1.181656,2.048354,1.047703,1.449457,2.052706,1.433593,0.990728,1.101966,1.368837,1.243220,1.227403,1.629691,1.059452,1.604201,1.910449,1.796115,1.179130,1.396617,1.933693,1.375305,1.351527,1.453927,1.838389,0.839129,0.806053,1.494552,1.823108,0.837042,1.204774,0.970098,1.092509,0.965732,0.908244,1.265640,1.640532,1.436138,0.822486,1.603911,0.772473"
229918819,"688221,000483,002651,603477,601811,602270,688799,688868,002606,002573,688100,600717,603746,002857,300094,300655,000431,002936,688142,600611,603189,300151,002988,600352,603654,300458,688059,301319,602923,300096,603561,300323,603848,001675,602551,000477,301326,602269,600775,603608,300894,602350,603332,688155,301399,602859,000462","2.749142,2.504214,2.436909,2.399801,2.344625,2.338519,2.332768,2.309606,2.302667,2.282591,2.268784,2.264277,2.262800,2.227193,2.226751,2.203771,2.202553,2.201471,2.194404,2.191517,2.175255,2.168326,2.158046,2.156899,2.152820,2.145195,2.115228,2.110202,2.106625,2.068872,2.058359,2.031356,2.030860,2.024998,2.011233,1.983426,1.973205,1.972260,1.962452,1.954303,1.922606,1.877050,1.877003,1.854679,1.697075,1.585075,1.582232","1.679757,2.863463,1.271723,3.112651,2.893435,2.165184,2.805831,2.537598,1.525377,2.554672,2.816383,2.531519,2.843258,1.903137,1.392456,2.552559,2.011035,2.189860,2.691177,2.000581,2.856497,1.193566,1.850279,2.847896,2.395893,2.197699,1.216918,2.111830,2.253286,1.214132,2.544416,1.713251,2.669456,1.130705,2.733010,2.665117,2.183367,1.827578,2.675691,2.350160,1.133817,1.054333,2.085701,2.091930,2.009460,1.613794,1.038563"
546346910,"602511,000241,003907,002462,001316,003423,600953,300218,300361,300539,601573,603466,600399,688993,604947,300409,604203,002202,601282,688825,300084,003150,603106,002950,688629","5.366005,4.920746,4.876794,4.858010,4.647026,4.614428,4.324544,4.322085,4.316934,4.110838,3.997437,3.898725,3.896801,3.850436,3.825333,3.730769,3.650229,3.588519,3.537409,3.521918,3.460290,3.371488,3.118246,3.114113,3.080876","5.275986,5.261600,6.023148,3.578962,3.924641,4.699403,3.553406,2.571452,3.836644,4.846618,5.026226,4.545966,2.232258,4.357886,3.592043,4.122652,3.587466,3.612786,3.626833,2.553454,3.268466,4.471011,4.021337,3.289161,4.120596"
